"SEGMENTO","IDVIV","HOGAR","O","FOLIO","REGION","PROVINCIA","COMUNA","ZONA","ESTRATO","EXPR_P","EXPP_P","EXPC_P","EXPR","EXPP","EXPC","r0","PCO1","SEXO","EDAD","ECIVIL","NUCLEO","PCO2","NUMPER","R7","R8","R9","R10A","R10B","R11A","R11B","R11C","R11D","R11E","R12","R13A","R13B","R14","R15","R16A","R16B","R17","R18A","R18B","R18C","R18D","R18E","R18F","R18G","R18H","E1","E2","E3","E4","E5","E6","E7C","E7T","DEPEN","E8_RBD","E8_DV","E8_TE","E9","E10","E11PBU","E11PBT","E11PDA","E11BU","E11BT","E11BD","E11BM","E11BDA","E11MU","E11MT","E11MDA","E12A","E12B","E13T1","E13MB1","E13T2","E13MB2","E14","E15C1","E15C2","E16","E17C1","E17C2","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","O11","C_O12","C_O13","O14","O15","O16","O17","O18","O19","O20","O21","O22","O23","O24","O25","O26","O27","O28","O29","O30","O31","O32","O33","Y22TA","Y22TR1","Y22TB","Y22TR2","Y23T1","Y23TR1","Y23M1","Y23T2","Y23TR2","Y23M2","Y23T3","Y23TR3","Y23M3","Y23T4","Y23TR4","Y23M4","S1","S2A","S2B","S3A1","S3A2","S3A3","S3B1","S3B2","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14A","S14B","S14C","S14D","S15A","S15B","S15C","S15D","S16A","S16B","S16C","S16D","S17A","S17B","S17C","S17D","S18A","S18B","S18C","S18D","S19A","S19B","S19C","S19D","S20A","S20B","S20C","S20D","S21","S21A","S21B","S21C","S21D","S22","S22A","S22B","S22C","S23","S24A","S24B","S24C","S25","S26","S27","S28","S29A","S29B","T1A","T1B","T1C","T2A","T2B","T2C","T3A","T3B","T3C","T3D","T3E","T4","T5","T6","T7","T8","T8COD","T9","T9COD","T10","T10COD","T11","T12","T13","T14","T15PE","T15PA","T15ME","T15MA","T16PC","T16PT","T16MC","T16MT","T17P","T17M","T18A","T18B","T19A","T19B","T19C","T19D","T19E","T19F","T19G","V1","V2","V3","V4","V5","V6","V7A","V7B","V7C","V7D","V7E","V7F","V7G","V7H","V8","V9","V10","V11","V12A","V12B","V13A","V13B","V14A","V14B","V15","V16","V17","V18","V19","V20","V21","V22","V23A","V23B","V23C","V23D","V23E","V23F","V23G","V23H","V24","V25","V26E","V26P","V26U","V27","V28","V29","V30","V31","V32","ESC","EDUC","ASISTE","ACTIV","RAMA","OFICIO","CORTE","DAU","DAUR","QAUT","QAUTR","YOPRAJ","YOPRHAJ","YTRABAJ","YTRABHAJ","YPENSAJ","YPENSHAJ","YPRESAJ","YPRESHAJ","YSFAMAJ","YSFAMHAJ","Y1813HAJ","YCESAJ","YCESHAJ","YBPFEAJ","YBPFEHAJ","YFAMAJ","YFAMHAJ","YBPFAJ","YBPFHAJ","Y2003HAJ","YOTPAJ","YOTPHAJ","YJUBAJ","YJUBHAJ","YVITAJ","YVITHAJ","YINVAJ","YINVHAJ","YMONAJ","YMONHAJ","YORFAJ","YORFHAJ","YSUBAJ","YSUBHAJ","YAUTAJ","YAUTHAJ","YTOTAJ","YTOTHAJ","YMONEHAJ","YPCHMON","YAIMHAJ","YOAUTAJ","YOAUTHAJ","INDMAT","INDSAN","CVIV","IAI","IAE","HACINAMI1","GRADODIS"
3102107,110,1,4,"1000041-6",3,31,3102,1,31021,34,39,38,33,37,37,3,13,2,55,7,1,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,2,2,2,1,2,2,2,2,1,6,2,NA,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4211,6310,"B",4,30,1,7,3,2009,2,3,5,NA,3,5,2,2,3,2,2,NA,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,3,16016,3,16016,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,2,2,2,2,2,2,2,1,2,1,NA,2,4,4,1,0,0,0,1,1,0,1,1,1,1,2,1,1,1,2,1,5,NA,1,1,120000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1986,NA,NA,2666,3,5,NA,NA,NA,1,12,6,2,1,6,4,3,6,5,3,3,99450,508300,99450,511983,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,4830,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5663,99450,511983,99450,567806,517646,129412,50160,NA,0,1,1,1,1,1,1,6
3102107,111,1,1,"1000051-3",3,31,3102,1,31021,34,39,38,33,37,37,1,1,1,33,2,1,1,2,88,NA,NA,1,0,2,1,2,2,2,0,NA,NA,1,5,5,NA,3,2,2,2,1,2,2,1,2,1,6,2,NA,4,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,NA,NA,1,1,NA,4,9e+05,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,90,NA,NA,NA,3,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,9,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,2,9101,1,NA,1,NA,3,6,6,1,72,NA,67,NA,3,3,8,3,6,6,16,NA,2,1,1,1,1,1,1,6,NA,1,NA,1,1,2,1,0,0,0,1,1,0,1,1,1,1,5,2,2,3,3,1,1,1,1,6,35000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12,7,2,2,NA,NA,3,9,9,5,5,NA,143650,NA,143650,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,430000,573650,430000,573650,573650,286825,0,430000,430000,2,1,2,1,1,1,6
3102107,111,1,2,"1000051-3",3,31,3102,1,31021,34,39,38,33,37,37,2,2,2,19,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA,3,2,1,2,1,2,2,2,2,1,6,2,NA,4,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5220,6200,"X",4,24,1,7,1,2009,2,3,5,NA,1,1,2,3,2,2,2,NA,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,10,NA,NA,2,99999,2,99999,1,NA,5,5,2,1,999,NA,999,NA,99,99,99,99,6,6,16,NA,2,2,2,2,2,2,2,6,NA,1,NA,1,1,2,1,0,0,0,1,1,0,1,1,1,1,5,2,2,3,3,1,1,1,1,6,35000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12,6,2,1,6,5,3,9,9,5,5,143650,143650,143650,143650,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,143650,573650,143650,573650,573650,286825,0,NA,430000,2,1,2,1,1,1,1
3102107,113,1,1,"1000071-8",3,31,3102,1,31021,34,39,38,33,37,37,1,1,1,64,1,1,1,3,88,NA,NA,1,0,2,1,1,1,1,1,1,NA,1,1,1,NA,1,1,2,2,2,2,2,2,2,1,6,2,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5230,6200,"A",3,36,3,NA,1,2000,9,3,2,2,NA,NA,NA,NA,NA,2,1,7,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,1,NA,NA,NA,2,10,NA,NA,2,3202,1,NA,1,NA,2,5,3,1,86,NA,81,NA,6,2,6,2,3,3,16,NA,1,1,1,1,1,1,1,1,1,1,NA,2,4,3,1,0,0,0,1,1,1,1,1,1,1,2,1,4,1,2,2,5,NA,1,1,150000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1980,NA,1.5e+07,NA,3,5,NA,NA,NA,4,12,6,2,1,6,5,3,9,9,5,5,377001,847601,377001,847601,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,147000,147000,NA,0,NA,0,NA,0,NA,0,400,400,541293,1011893,541693,1074993,1012293,337431,62700,164292,164292,2,1,2,1,1,1,1
3102107,113,1,2,"1000071-8",3,31,3102,1,31021,34,39,38,33,37,37,2,2,2,62,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4121,6200,"D",4,50,3,NA,1,2008,2,3,5,NA,1,1,1,1,3,2,2,NA,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,4,2,3,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,2,4101,1,NA,1,NA,2,6,99,1,999,NA,999,NA,99,99,99,99,9,9,16,NA,1,2,1,1,1,1,1,1,1,1,NA,2,4,3,1,0,0,0,1,1,1,1,1,1,1,2,1,4,1,2,2,5,NA,1,1,150000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1980,NA,1.5e+07,NA,3,5,NA,NA,NA,4,12,6,2,1,6,4,3,9,9,5,5,265200,847601,265200,847601,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,147000,NA,0,NA,0,NA,0,NA,0,NA,400,265200,1011893,265200,1074993,1012293,337431,62700,NA,164292,2,1,2,1,1,1,6
3102107,113,1,3,"1000071-8",3,31,3102,1,31021,34,39,38,33,37,37,3,3,1,37,7,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,2,2,2,2,2,2,2,1,6,2,NA,17,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7331,6200,"A",3,60,3,NA,1,1990,9,3,2,2,NA,NA,NA,NA,NA,2,2,NA,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,10,NA,NA,2,3101,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,1,2,1,1,1,1,1,1,1,1,NA,2,4,3,1,0,0,0,1,1,1,1,1,1,1,2,1,4,1,2,2,5,NA,1,1,150000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1980,NA,1.5e+07,NA,3,5,NA,NA,NA,4,12,7,2,1,6,7,3,9,9,5,5,205400,847601,205400,847601,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,147000,NA,0,NA,0,NA,0,NA,0,NA,400,205400,1011893,205400,1074993,1012293,337431,62700,NA,164292,2,1,2,1,1,1,1
3102107,116,1,1,"1000101-3",3,31,3102,1,31021,34,39,38,33,37,37,1,1,2,62,4,1,1,3,88,NA,NA,0,0,1,1,2,2,2,1,2,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,NA,NA,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,16,NA,NA,1,1,169000,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,8,90,NA,NA,NA,3,10,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,4,2,3,2,1,1,NA,5,1,1,1,5,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,3,8,1,5,1,8,NA,NA,NA,NA,NA,NA,NA,NA,14,1,NA,1,1,1,NA,NA,2,NA,NA,1,1,NA,NA,NA,2,10,NA,NA,2,3101,1,NA,1,NA,1,6,6,1,94,NA,89,NA,0,11,0,11,3,5,1,NA,1,2,2,2,2,2,2,1,1,1,NA,2,4,1,1,0,0,0,1,1,2,1,1,1,1,2,2,1,1,2,2,5,NA,1,1,1e+05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1974,500,NA,NA,3,5,NA,NA,NA,4,0,1,2,3,NA,NA,3,2,2,1,1,NA,165750,NA,167040,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,167040,NA,208840,167040,55680,41800,NA,0,1,1,1,1,1,2,1
3102107,116,1,2,"1000101-3",3,31,3102,1,31021,34,39,38,33,37,37,3,9,1,21,7,1,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,2,1,2,1,2,2,2,2,1,6,2,NA,17,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5220,6200,"B",4,72,3,NA,3,2009,2,3,5,NA,3,5,3,1,3,2,2,NA,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,2,3101,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,2,2,2,2,2,2,2,1,1,1,NA,2,4,1,1,0,0,0,1,1,2,1,1,1,1,2,2,1,1,2,2,5,NA,1,1,1e+05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1974,500,NA,NA,3,5,NA,NA,NA,4,12,6,2,1,6,5,3,2,2,1,1,165750,165750,167040,167040,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,167040,167040,167040,208840,167040,55680,41800,NA,0,1,1,1,1,1,2,6
3102107,116,1,3,"1000101-3",3,31,3102,1,31021,34,39,38,33,37,37,3,9,1,18,7,1,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,2,1,2,1,2,2,2,2,1,6,1,NA,NA,4,3,8,2,396,4,410,1,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,7,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7111,2000,"C",4,56,3,NA,3,2009,2,3,5,NA,3,5,1,1,3,2,2,NA,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,2,3101,1,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,2,2,2,2,2,2,2,1,1,1,NA,2,4,1,1,0,0,0,1,1,2,1,1,1,1,2,2,1,1,2,2,5,NA,1,1,1e+05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1974,500,NA,NA,3,5,NA,NA,NA,4,11,5,1,1,2,7,3,2,2,1,1,NA,165750,NA,167040,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,167040,NA,208840,167040,55680,41800,NA,0,1,1,1,1,1,2,6
1101101,1,1,1,"100011-K",1,11,1101,1,11011,243,234,219,233,228,212,1,1,1,74,1,1,1,3,88,NA,NA,0,0,1,1,9,9,9,0,NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,18,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,4,1,1,NA,5,7,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,14,9,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,1,NA,1,NA,1,NA,3,3,5,1,110,NA,108,NA,3,2,4,4,3,6,16,NA,1,2,2,2,2,2,2,1,9,1,NA,2,5,3,1,0,0,0,1,1,0,1,1,1,1,3,1,1,1,4,3,5,NA,1,1,1e+05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2000,NA,999,NA,3,4,4,NA,NA,4,2,2,2,3,NA,NA,3,3,3,2,2,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,150000,240000,NA,0,NA,0,NA,0,NA,0,150000,240000,150000,281800,240000,80000,41800,150000,240000,2,1,2,1,1,1,6
1101101,1,1,2,"100011-K",1,11,1101,1,11011,243,234,219,233,228,212,2,2,2,70,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,18,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,4,1,1,NA,5,1,1,1,5,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,1,NA,3,5,6,1,999,NA,110,NA,99,99,4,2,9,3,16,NA,2,2,2,2,2,2,2,1,9,1,NA,2,5,3,1,0,0,0,1,1,0,1,1,1,1,3,1,1,1,4,3,5,NA,1,1,1e+05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2000,NA,999,NA,3,4,4,NA,NA,4,2,2,2,3,NA,NA,3,3,3,2,2,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,90000,240000,NA,0,NA,0,NA,0,NA,0,90000,240000,90000,281800,240000,80000,41800,90000,240000,2,1,2,1,1,1,6
1101101,1,1,3,"100011-K",1,11,1101,1,11011,243,234,219,233,228,212,2,9,1,15,7,1,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,2,1,1,2,1,2,2,2,2,1,6,1,NA,NA,3,6,3,3,10901,0,110,2,1,NA,NA,NA,2,1,2,2,2,NA,NA,NA,1,1,7,NA,NA,NA,5,NA,NA,NA,NA,NA,2,2,2,2,3,17,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,4,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1,9,1,NA,2,5,3,1,0,0,0,1,1,0,1,1,1,1,3,1,1,1,4,3,5,NA,1,1,1e+05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2000,NA,999,NA,3,4,4,NA,NA,4,6,2,1,3,NA,NA,3,3,3,2,2,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,240000,NA,0,NA,0,NA,0,NA,0,NA,240000,NA,281800,240000,80000,41800,NA,240000,2,1,2,1,1,1,1
3102107,122,1,1,"1000161-7",3,31,3102,1,31021,34,39,38,33,37,37,3,1,1,45,1,1,1,4,88,NA,NA,1,0,1,1,1,2,1,2,2,NA,2,1,1,2,1,1,1,2,2,2,2,2,1,1,6,1,NA,NA,5,7,15,9,58010,4,0,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,6,NA,250000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310,9310,"E",4,44,3,NA,1,2007,12,1,5,NA,1,2,1,1,1,1,1,1,2,10,99,NA,NA,6,15,210000,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,2,3301,1,NA,1,NA,2,3,3,1,63,NA,95,NA,6,4,6,2,2,3,15,NA,1,1,1,1,1,2,1,2,1,1,NA,2,4,3,1,0,0,0,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,1,2,150000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2008,NA,2e+07,NA,3,2,1,150000,15,4,19,9,1,1,9,2,3,9,10,5,5,663000,1326000,683995,1510535,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,706567,1560383,706567,1623083,1560383,390096,62700,22572,49848,1,1,1,1,1,1,6
