"SEGMENTO","IDVIV","HOGAR","O","FOLIO","REGION","PROVINCIA","COMUNA","ZONA","ESTRATO","EXPR_P","EXPP_P","EXPC_P","EXPR","EXPP","EXPC","r0","PCO1","SEXO","EDAD","ECIVIL","NUCLEO","PCO2","NUMPER","R7","R8","R9","R10A","R10B","R11A","R11B","R11C","R11D","R11E","R12","R13A","R13B","R14","R15","R16A","R16B","R17","R18A","R18B","R18C","R18D","R18E","R18F","R18G","R18H","E1","E2","E3","E4","E5","E6","E7C","E7T","DEPEN","E8_RBD","E8_DV","E8_TE","E9","E10","E11PBU","E11PBT","E11PDA","E11BU","E11BT","E11BD","E11BM","E11BDA","E11MU","E11MT","E11MDA","E12A","E12B","E13T1","E13MB1","E13T2","E13MB2","E14","E15C1","E15C2","E16","E17C1","E17C2","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","O11","C_O12","C_O13","O14","O15","O16","O17","O18","O19","O20","O21","O22","O23","O24","O25","O26","O27","O28","O29","O30","O31","O32","O33","Y22TA","Y22TR1","Y22TB","Y22TR2","Y23T1","Y23TR1","Y23M1","Y23T2","Y23TR2","Y23M2","Y23T3","Y23TR3","Y23M3","Y23T4","Y23TR4","Y23M4","S1","S2A","S2B","S3A1","S3A2","S3A3","S3B1","S3B2","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14A","S14B","S14C","S14D","S15A","S15B","S15C","S15D","S16A","S16B","S16C","S16D","S17A","S17B","S17C","S17D","S18A","S18B","S18C","S18D","S19A","S19B","S19C","S19D","S20A","S20B","S20C","S20D","S21","S21A","S21B","S21C","S21D","S22","S22A","S22B","S22C","S23","S24A","S24B","S24C","S25","S26","S27","S28","S29A","S29B","T1A","T1B","T1C","T2A","T2B","T2C","T3A","T3B","T3C","T3D","T3E","T4","T5","T6","T7","T8","T8COD","T9","T9COD","T10","T10COD","T11","T12","T13","T14","T15PE","T15PA","T15ME","T15MA","T16PC","T16PT","T16MC","T16MT","T17P","T17M","T18A","T18B","T19A","T19B","T19C","T19D","T19E","T19F","T19G","V1","V2","V3","V4","V5","V6","V7A","V7B","V7C","V7D","V7E","V7F","V7G","V7H","V8","V9","V10","V11","V12A","V12B","V13A","V13B","V14A","V14B","V15","V16","V17","V18","V19","V20","V21","V22","V23A","V23B","V23C","V23D","V23E","V23F","V23G","V23H","V24","V25","V26E","V26P","V26U","V27","V28","V29","V30","V31","V32","ESC","EDUC","ASISTE","ACTIV","RAMA","OFICIO","CORTE","DAU","DAUR","QAUT","QAUTR","YOPRAJ","YOPRHAJ","YTRABAJ","YTRABHAJ","YPENSAJ","YPENSHAJ","YPRESAJ","YPRESHAJ","YSFAMAJ","YSFAMHAJ","Y1813HAJ","YCESAJ","YCESHAJ","YBPFEAJ","YBPFEHAJ","YFAMAJ","YFAMHAJ","YBPFAJ","YBPFHAJ","Y2003HAJ","YOTPAJ","YOTPHAJ","YJUBAJ","YJUBHAJ","YVITAJ","YVITHAJ","YINVAJ","YINVHAJ","YMONAJ","YMONHAJ","YORFAJ","YORFHAJ","YSUBAJ","YSUBHAJ","YAUTAJ","YAUTHAJ","YTOTAJ","YTOTHAJ","YMONEHAJ","YPCHMON","YAIMHAJ","YOAUTAJ","YOAUTHAJ","INDMAT","INDSAN","CVIV","IAI","IAE","HACINAMI1","GRADODIS"
4104102,17,1,3,"1001941-9",4,41,4104,1,41041,8,8,8,8,8,8,3,3,1,8,7,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,3,3,2,597,5,110,1,3,NA,NA,NA,1,1,2,2,1,NA,NA,NA,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,3,1,5,7,0,NA,NA,NA,3,7,1,5,3,7,1,5,7,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,2,3,1,0,0,0,1,1,0,1,1,1,1,3,2,2,2,2,1,5,NA,1,1,50000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1990,NA,5000,NA,1,1,4,NA,NA,1,NA,NA,1,NA,NA,NA,2,2,2,1,1,NA,221000,NA,222842,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,6666,6666,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,6666,6666,NA,222842,6666,250408,229508,57377,20900,NA,0,2,1,2,1,1,1,6
4104102,17,1,4,"1001941-9",4,41,4104,1,41041,8,8,8,8,8,8,3,9,2,6,7,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,0,1,2,597,5,10,1,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,3,1,5,7,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,3,7,1,5,7,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,2,3,1,0,0,0,1,1,0,1,1,1,1,3,2,2,2,2,1,5,NA,1,1,50000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1990,NA,5000,NA,1,1,4,NA,NA,1,NA,NA,1,NA,NA,NA,2,2,2,1,1,NA,221000,NA,222842,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,6666,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6666,NA,222842,NA,250408,229508,57377,20900,NA,0,2,1,2,1,1,1,6
4104102,18,1,1,"1001951-6",4,41,4104,1,41041,8,8,8,8,8,8,3,1,1,63,2,1,1,2,88,NA,NA,0,0,1,1,2,2,1,0,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5143,9599,"X",10,30,3,NA,1,2009,5,3,5,NA,1,2,2,2,9,2,1,1,8,90,NA,NA,NA,3,7,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA,1,NA,1,NA,1,NA,2,3,7,2,96,NA,90,NA,6,2,6,2,3,6,16,NA,2,2,2,2,2,2,2,1,1,1,NA,3,3,2,1,0,0,0,1,1,0,1,1,1,1,2,2,1,2,2,2,5,NA,1,1,60000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1999,NA,6000,NA,1,1,4,NA,NA,4,0,1,2,1,9,5,3,4,4,2,2,165750,165750,165750,165750,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,165750,165750,165750,190830,165750,82875,25080,NA,0,1,1,1,1,1,1,6
4104102,18,1,2,"1001951-6",4,41,4104,1,41041,8,8,8,8,8,8,1,2,2,53,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,7,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,90,NA,NA,NA,3,7,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,2,1,5,7,0,NA,NA,NA,3,1,1,5,0,NA,NA,NA,2,4,1,5,7,8,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,3,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,3,NA,NA,6,5,2,999,NA,999,NA,99,99,99,99,9,9,16,NA,2,2,2,2,2,2,2,1,1,1,NA,3,3,2,1,0,0,0,1,1,0,1,1,1,1,2,2,1,2,2,2,5,NA,1,1,60000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1999,NA,6000,NA,1,1,4,NA,NA,4,0,1,2,3,NA,NA,3,4,4,2,2,NA,165750,NA,165750,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,165750,NA,190830,165750,82875,25080,NA,0,1,1,1,1,1,1,6
4104102,19,1,1,"1001961-3",4,41,4104,1,41041,8,8,8,8,8,8,1,1,1,49,7,1,1,1,88,NA,NA,0,0,2,2,2,2,2,0,NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,16,NA,NA,1,5,165000,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,10,5,7,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,2,13101,1,NA,1,NA,3,3,13,1,99,NA,99,NA,99,99,99,99,9,9,2,NA,2,2,2,2,2,2,2,1,1,1,NA,4,2,2,1,0,0,0,1,1,0,1,1,2,1,2,2,2,3,2,2,5,NA,1,1,70000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2004,NA,0,NA,1,1,4,NA,NA,4,4,2,2,3,NA,NA,1,1,1,1,1,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,29260,0,0,29260,NA,0,2,1,2,1,1,1,6
4104102,20,1,1,"1001971-0",4,41,4104,1,41041,8,8,8,8,8,8,2,1,1,66,1,1,1,2,88,NA,NA,0,0,2,1,2,2,2,0,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,18,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,9,NA,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,1,1,5,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,NA,NA,2,4305,1,NA,3,NA,NA,2,4,2,999,NA,999,NA,99,99,99,99,9,9,1,NA,2,2,2,2,2,2,2,1,1,1,NA,1,1,2,1,0,0,0,1,1,0,1,1,2,1,3,3,3,3,1,3,5,NA,1,1,30000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1990,NA,NA,115,1,1,4,NA,NA,4,9,4,2,3,NA,NA,2,2,2,1,1,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,90000,90000,NA,0,NA,0,NA,0,NA,0,NA,250,90000,90000,90000,102790,90250,45125,12540,90000,90000,1,1,1,1,1,1,6
4104102,20,1,2,"1001971-0",4,41,4104,1,41041,8,8,8,8,8,8,1,2,2,59,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,7,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,8,1,5,1,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,2,4103,1,NA,3,NA,NA,3,9,2,999,NA,999,NA,0,11,0,11,3,6,1,NA,2,2,2,2,2,2,2,1,1,1,NA,1,1,2,1,0,0,0,1,1,0,1,1,2,1,3,3,3,3,1,3,5,NA,1,1,30000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1990,NA,NA,115,1,1,4,NA,NA,4,12,6,2,3,NA,NA,2,2,2,1,1,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,90000,NA,0,NA,0,NA,0,NA,0,250,250,NA,90000,250,102790,90250,45125,12540,NA,90000,1,1,1,1,1,1,6
4104102,21,1,1,"1001981-8",4,41,4104,1,41041,8,8,8,8,8,8,1,1,1,79,7,1,1,1,88,NA,NA,0,0,2,2,2,2,2,0,NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,NA,NA,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,18,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,4,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,5,8,5,1,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,2,4301,1,NA,3,NA,NA,1,5,1,99,NA,99,NA,99,99,99,99,9,9,16,NA,2,2,2,2,2,2,2,1,1,1,NA,1,1,2,0,0,0,1,0,1,0,1,1,2,1,3,1,4,1,2,1,4,1,1,1,60000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1993,NA,0,NA,3,5,NA,NA,NA,4,0,1,2,3,NA,NA,3,4,4,2,2,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,87000,87000,NA,0,NA,0,NA,0,NA,0,NA,0,87000,87000,87000,112080,87000,87000,25080,87000,87000,2,1,2,1,1,1,6
4104102,23,1,1,"1002001-8",4,41,4104,1,41041,8,8,8,8,8,8,1,1,2,52,7,1,1,3,88,NA,NA,1,0,1,1,2,2,1,0,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5230,6200,"B",1,80,3,NA,1,1991,9,2,2,2,NA,NA,NA,NA,NA,2,1,7,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,2,8,1,5,1,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,1,NA,1,NA,1,NA,1,1,4,2,82,NA,99,NA,5,3,0,11,3,6,16,NA,2,2,2,2,2,2,2,1,1,1,NA,2,2,3,1,0,0,0,1,1,1,1,1,2,1,2,2,1,2,2,1,5,NA,1,1,80000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1991,NA,0,NA,1,1,4,NA,NA,4,8,3,2,1,6,5,3,8,9,4,5,238246,458540,443646,663940,NA,0,NA,75000,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,75000,443646,663940,443646,772380,738940,246313,33440,NA,0,1,1,1,1,1,1,6
4104102,23,1,2,"1002001-8",4,41,4104,1,41041,8,8,8,8,8,8,3,10,2,46,7,1,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5230,6200,"B",1,80,3,NA,1,1991,9,2,2,2,NA,NA,NA,NA,NA,2,1,7,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,6,6,5,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,4,NA,NA,3,NA,NA,1,1,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,2,2,2,2,2,2,2,1,1,1,NA,2,2,3,1,0,0,0,1,1,1,1,1,2,1,2,2,1,2,2,1,5,NA,1,1,80000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1991,NA,0,NA,1,1,4,NA,NA,4,8,3,2,1,6,5,3,8,9,4,5,220294,458540,220294,663940,NA,0,75000,75000,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,75000,75000,220294,663940,295294,772380,738940,246313,33440,NA,0,1,1,1,1,1,1,1
4104102,23,1,3,"1002001-8",4,41,4104,1,41041,8,8,8,8,8,8,3,10,2,48,7,1,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,7,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,2,2,2,2,2,2,2,1,1,1,NA,2,2,3,1,0,0,0,1,1,1,1,1,2,1,2,2,1,2,2,1,5,NA,1,1,80000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1991,NA,0,NA,1,1,4,NA,NA,4,8,3,2,3,NA,NA,3,8,9,4,5,NA,458540,NA,663940,NA,0,NA,75000,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,75000,NA,663940,NA,772380,738940,246313,33440,NA,0,1,1,1,1,1,1,6
4104102,24,1,1,"1002011-5",4,41,4104,1,41041,8,8,8,8,8,8,1,1,2,70,2,1,1,2,88,NA,NA,0,0,2,1,2,2,2,0,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,18,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,3,3,1,5,1,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,1,NA,1,NA,3,NA,NA,3,5,1,99,NA,94,NA,99,99,99,99,2,9,1,NA,2,2,2,2,2,2,2,1,1,1,NA,1,1,4,1,0,0,0,1,1,0,1,1,1,1,6,3,1,2,3,2,5,NA,1,1,50000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,NA,0,NA,1,1,4,NA,NA,1,2,2,2,3,NA,NA,3,4,5,2,3,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,1e+05,188000,NA,0,NA,0,NA,0,NA,0,NA,0,1e+05,188000,1e+05,208900,188000,94000,20900,1e+05,188000,2,1,1,1,1,1,6
4104102,24,1,2,"1002011-5",4,41,4104,1,41041,8,8,8,8,8,8,2,2,1,75,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,NA,NA,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,18,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,90,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,9,NA,NA,6,4,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,1,NA,3,NA,NA,3,12,2,99,NA,99,NA,99,99,99,99,9,9,2,NA,2,2,2,2,2,2,2,1,1,1,NA,1,1,4,1,0,0,0,1,1,0,1,1,1,1,6,3,1,2,3,2,5,NA,1,1,50000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,NA,0,NA,1,1,4,NA,NA,1,0,1,2,3,NA,NA,3,4,5,2,3,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,88000,188000,NA,0,NA,0,NA,0,NA,0,NA,0,88000,188000,88000,208900,188000,94000,20900,88000,188000,2,1,1,1,1,1,6
